Date,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,SMA_20,SMA_20,SMA_20,SMA_20,SMA_20,RSI_Close,RSI_Close,RSI_Close,RSI_Close,RSI_Close,Simple_Return,Simple_Return,Simple_Return,Simple_Return,Simple_Return,Log_Return,Log_Return,Log_Return,Log_Return,Log_Return,Volatility,Volatility,Volatility,Volatility,Volatility
,DIS,FOX,LYV,NFLX,TKO,DIS,FOX,LYV,NFLX,TKO,DIS,FOX,LYV,NFLX,TKO,DIS,FOX,LYV,NFLX,TKO,DIS,FOX,LYV,NFLX,TKO,NFLX,DIS,LYV,TKO,FOX,NFLX,DIS,LYV,TKO,FOX,NFLX,DIS,LYV,TKO,FOX,NFLX,DIS,LYV,TKO,FOX,NFLX,DIS,LYV,TKO,FOX
2021-05-13,176.1637420654297,34.9271125793457,81.2300033569336,486.6600036621094,49.76981735229492,178.5443368407273,35.34167642332566,81.55000305175781,490.7799987792969,50.7122490140647,173.6547439085695,34.3335296710016,78.18000030517578,482.7099914550781,49.19493346340072,176.19337477445094,34.35237397220745,78.18000030517578,489.1300048828125,49.95830080857569,12332200,1036700,2470000,2712500,521200,509.1894927978516,181.26472015380858,80.81499977111817,51.989714813232425,34.64256973266602,36.8200867814916,36.279898742688886,49.31615147115405,36.97227979047031,53.5426190700215,0.003464045193047438,0.0027550633191200102,0.042613265803745026,0.0,0.01589471898422201,0.0034580592083289234,0.0027512750884556222,0.04173031704201833,0.0,0.015769720740025712,25.124155132486226,16.46238107092627,23.55991973696096,23.36999154542656,26.874621602610983
2021-05-14,171.58035278320312,34.1733512878418,85.80000305175781,493.3699951171875,50.599159240722656,172.7755939028517,34.96008182764256,85.87000274658203,494.8500061035156,50.712253638914866,166.7203928732908,34.113993368956464,82.3499984741211,486.5899963378906,49.816942759564824,170.8197447979722,34.82346336837824,82.58999633789062,487.8599853515625,49.92061082702845,33149400,1364000,3493100,2882500,419300,506.53099365234374,180.59499435424806,81.05550003051758,51.863900375366214,34.62136993408203,41.19995933243239,29.65533534312401,57.150519114086855,43.068777118228645,46.913694097959905,0.013787842445620146,-0.026017778848749895,0.056259996380193966,0.016663550974223007,-0.021580979240455322,0.013693654920308499,-0.026362228944339556,0.054734363673048916,0.016526237330996268,-0.021817254119948327,25.163689658868243,16.66654176328808,24.09509813195211,23.368165984211732,26.925486634798734
2021-05-17,168.00453186035156,33.768218994140625,84.5199966430664,488.94000244140625,50.79706954956055,170.87902502651596,34.95538135665838,86.5,492.7099914550781,51.24943632953233,166.51296367184304,33.749374690712294,83.11000061035156,482.80999755859375,50.278729243777846,170.5925554280884,34.51255280573445,85.22000122070312,485.5899963378906,50.71225055362262,17771600,1283100,2570500,2705200,856000,503.25599365234376,179.73808059692382,81.20249977111817,51.730074882507324,34.58603782653809,39.26465207102784,25.710921009281535,54.60460197011358,44.449654302187426,43.77656164620086,-0.008979047610564561,-0.02084050338426402,-0.014918489081163111,0.003911335915609548,-0.011855211105540886,-0.009019602202155322,-0.021060731829848554,-0.015030889031957883,0.0039037065288791972,-0.011926044507272424,24.865650646273604,16.789664002990325,24.145031155638303,23.353268114007925,25.768927779046024
2021-05-18,167.60940551757812,34.220462799072266,87.08999633789062,486.2799987792969,49.92060852050781,169.17012675196534,34.672715183892926,88.77999877929688,493.4800109863281,50.82534209369253,167.38221640378518,33.90011691055149,84.63999938964844,486.19000244140625,49.8640613240244,168.18232964710668,33.90011691055149,84.77999877929688,488.3999938964844,50.73110036131182,10401000,938900,5445300,2350500,1072200,500.0914932250977,179.0905792236328,81.63449974060059,51.55996608734131,34.57049140930176,38.10714549598833,25.31031074444259,58.59304163578178,39.840909482443955,47.959978465284706,-0.005440347790786726,-0.0023518790737256934,0.030407001856347593,-0.017254165187572612,0.013392586828760988,-0.00545520037614224,-0.0023546490853215626,0.02995387162470475,-0.017404752987365813,0.01330369888466408,24.81187688272259,16.788817294567764,24.307587430242787,23.42594109213708,25.451879464982678
2021-05-19,167.2044219970703,34.126251220703125,87.30000305175781,487.70001220703125,49.65671920776367,167.3328253727533,34.3241110017993,87.38999938964844,488.57000732421875,49.948874295042984,165.06090406468357,33.702263408223374,84.25,478.5400085449219,48.80853293339314,165.66346090817203,33.909547137476395,85.18000030517578,481.6300048828125,49.29859779184979,9251000,1070400,2786000,3349900,504800,499.031494140625,178.40702362060546,81.93549995422363,51.35969924926758,34.51678638458252,39.13861979239454,24.8823713611836,58.91073225485945,38.545053313491366,47.172535168448704,0.0029201559416365264,-0.002416233857862715,0.0024113758490975634,-0.005286179807598601,-0.0027530772719910335,0.002915900568497422,-0.002419157661569204,0.0024084731477542155,-0.0053002010905883485,-0.002756873959207059,24.81181103009938,16.78939634111528,24.303953420226197,23.429267030667713,25.355238820781338
2021-05-20,169.26890563964844,34.050865173339844,88.37000274658203,501.6700134277344,51.485042572021484,169.8023094227419,34.46543252423349,89.69000244140625,502.70001220703125,52.14474545277833,166.91794380202134,33.95664728132703,87.0999984741211,488.9800109863281,49.91117983099765,167.14514797920495,34.060289119050445,87.63999938964844,489.54998779296875,49.91117983099765,7400700,919600,2616300,3721200,1075500,498.6759948730469,177.8439796447754,82.30499992370605,51.28477592468262,34.471560859680174,48.27201293889284,31.262605594514937,60.570647319737105,50.54665300678332,46.5144238896301,0.028644660387608933,0.012347063659681856,0.01225658255922224,0.036819254139769164,-0.0022090339450336893,0.028242072031331802,0.012271460352272017,0.012182078807702702,0.03615761718009927,-0.0022114774597199924,24.876749679815006,16.836475220535306,24.251402322468813,23.585692363606235,25.359210786215762
2021-05-21,170.2962188720703,34.27699661254883,89.26000213623047,497.8900146484375,54.2369384765625,171.00743401017897,34.53138925972946,89.66000366210938,505.3999938964844,54.66103342039416,169.4269676486171,33.98491536707865,87.91000366210938,497.260009765625,52.01279930010427,170.11842262383718,34.126245813573185,89.45999908447266,503.1199951171875,52.210712670619905,8105700,849300,2498400,3322900,1708800,498.2929962158203,177.31945877075196,82.67900009155274,51.44121952056885,34.42633533477783,46.2495625216,34.25509732997352,61.947634394969604,62.43724348708155,48.820942981650695,-0.007534831020633459,0.0060691195972453205,0.010071283942365339,0.053450395824990116,0.006640989533095221,-0.007563361263946876,0.006050776670431948,0.01002090652340464,0.052070868032533024,0.006619035307028069,24.86893220669646,16.760815185993955,24.227164936610322,23.949321556921465,25.282582452968434
2021-05-24,172.1829071044922,34.21104431152344,91.72000122070312,502.8999938964844,54.58564376831055,172.9731477853104,34.65387277406916,92.0199966430664,504.25,54.84952709588568,169.65414898394374,33.92838341069438,88.33000183105469,499.510009765625,53.558396639688205,170.34560392743944,34.276997563268175,89.66000366210938,501.04998779296875,54.12385423646458,7346700,748800,2272200,2412600,878500,497.9229965209961,176.82753524780273,83.13400001525879,51.54959926605225,34.39053192138672,49.282538251220906,39.46719599012354,65.53083333228345,63.6305597745663,48.16850796967271,0.010062421620534945,0.01107886155616411,0.027559926345488428,0.00642929526523206,-0.0019240980115873274,0.010012132528093293,0.01101794051369011,0.027186988164924063,0.006408715508219141,-0.0019259514660333685,24.74038407020955,16.79829572327497,24.353854103670443,23.788014523526968,25.285689814282968
2021-05-25,174.02023315429688,33.824745178222656,90.37000274658203,501.3399963378906,53.982479095458984,175.2846123807577,34.61618779391369,93.06999969482422,506.3699951171875,54.99088058618794,173.25962508018566,33.711679380136324,89.27999877929688,499.2200012207031,53.80341839166947,173.45719658079898,34.37121549224263,93.0199966430664,506.0,54.84951800796184,8089700,1036600,3173600,2699500,517400,497.7124969482422,176.40920333862306,83.53850021362305,51.621694564819336,34.32693386077881,48.36734697215947,44.11370353446106,62.076234360213434,60.075417749443595,44.42374186750206,-0.003102003534553366,0.010670780745325015,-0.014718692282533197,-0.011049877425861276,-0.011291649848018892,-0.0031068247203226663,0.01061424976203354,-0.014828086992226971,-0.011111380811009588,-0.011355884527598038,24.703950140011287,16.760392447833432,24.41436550403475,23.653469711254917,25.112522029289252
2021-05-26,174.31654357910156,34.06972122192383,90.30000305175781,502.3599853515625,53.60551834106445,175.72908610112412,34.64445990631485,91.4000015258789,504.1400146484375,54.56679914661625,174.04983415992885,33.674001625959576,89.9000015258789,500.5,53.14372520694076,174.46470710498275,33.834172816464125,90.9000015258789,502.3399963378906,54.18982501283806,8086200,1217300,1265500,2465300,353300,497.5044967651367,176.06742477416992,83.93250045776367,51.684366416931155,34.29301528930664,49.03378147900945,44.84895346920636,61.89403439362226,57.89820323044363,47.22574232691227,0.0020345255138678464,0.0017027354775576153,-0.000774589937996506,-0.006983020430164744,0.007242509660025265,0.0020324586697245406,0.0017012874669906349,-0.0007748900877878766,-0.007007515818467147,0.007216408635782189,24.697816358369284,16.7190566710964,24.267934606621314,23.600123008525824,25.118054242901916
2021-05-27,176.8551788330078,34.6821403503418,90.5199966430664,503.8599853515625,53.407596588134766,177.3984702300415,34.908264753615434,91.0,505.1000061035156,53.907087776511325,174.63263544998654,34.2016197035658,88.87999725341797,498.5400085449219,52.89868626077042,175.03763586164686,34.33352620450585,90.77999877929688,501.79998779296875,53.79399699210716,13567800,2762900,1973700,3253800,778900,497.2474960327148,175.75676193237305,84.32800025939942,51.73101654052734,34.29207286834717,50.05473922530041,50.81884508366904,62.26885330866127,56.73557213250561,53.532907595438346,0.0029859066082866814,0.014563363876901603,0.0024362523131089553,-0.0036921898911678186,0.017975466380507843,0.0029814576430795886,0.014458336565828109,0.0024332894616358566,-0.0036990228484998404,0.01781581801524176,24.68800089924711,16.773105060220693,23.373516425896128,23.489744384434676,24.78687027161362
2021-05-28,176.46994018554688,34.18277359008789,90.11000061035156,502.80999755859375,52.62538528442383,177.94176324313486,34.87999825057355,91.5,511.760009765625,53.66205869693667,175.9069036944799,33.90011630390596,89.94000244140625,502.5299987792969,52.587687154309144,177.3194462670092,34.87999825057355,91.18000030517578,504.3999938964844,53.407601711299904,7124800,981400,1086200,2910300,1066100,496.7144973754883,175.39275817871095,84.7395004272461,51.76541538238526,34.28736171722412,49.31011181593931,49.93548816599869,61.06336345740943,52.268413173507724,48.44841924614677,-0.0020838880313865937,-0.0021782717927909534,-0.004529342111351586,-0.014646068231512932,-0.014398383583295371,-0.0020860623472626406,-0.002180647677634901,-0.004539630659991293,-0.014754380758218808,-0.014503046171044118,19.014673870740026,16.75762013035524,23.043911422320207,23.51589105337652,24.73133918508168
2021-06-01,176.6576385498047,33.9095458984375,91.97000122070312,499.0799865722656,52.45574951171875,178.80115655491025,34.53610184901466,92.12000274658203,505.4100036621094,53.11545243625031,176.55886787843528,33.871857295553504,90.27999877929688,497.739990234375,51.598136788355234,177.9812831123437,34.48428091859492,91.0999984741211,504.010009765625,52.926965372799614,7475600,1011700,1545800,2482600,1219200,496.21299743652344,175.0633285522461,85.23050041198731,51.75457763671875,34.29725513458252,46.65488582556382,50.38798300384084,64.42786504360643,51.324613777721,45.880707341339004,-0.007418330988721911,0.001063627970069314,0.020641444875741044,-0.00322345901675114,-0.007993139905113522,-0.007445983648652688,0.0010630627186159552,0.02043129716709513,-0.003228665552481212,-0.008025256302943318,18.999687448250697,16.697809347835914,23.09710260865941,23.44003599706873,24.747098192233803
